,criterion,constraints,parameters,algorithm,value
7,rotated_hyper_ellipsoid,[],x_2,true_result,0.0
8,rotated_hyper_ellipsoid,[],x_3,true_result,0.0
9,rosenbrock_v2,[],x_1,true_result,1.0
10,rosenbrock_v2,[],x_2,true_result,1.0
11,rosenbrock_v2,[],x_3,true_result,1.0
12,sum_of_squares_v1,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,true_result,1.0
13,sum_of_squares_v1,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,true_result,0.0
14,sum_of_squares_v1,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,true_result,0.0
15,trid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,true_result,1.0
16,trid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,true_result,2.666666667
17,trid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,true_result,2.33333333
18,rotated_hyper_ellipsoid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,true_result,1.0
19,rotated_hyper_ellipsoid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,true_result,0.0
20,rotated_hyper_ellipsoid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,true_result,0.0
21,rosenbrock_v2,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,true_result,1.0
22,rosenbrock_v2,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,true_result,1.0
23,rosenbrock_v2,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,true_result,1.0
24,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,true_result,0.0
25,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,true_result,0.0
26,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,true_result,0.0
27,trid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,true_result,3.33333333
28,trid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,true_result,3.33333333
29,trid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,true_result,2.66666666
30,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,true_result,0.0
31,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,true_result,0.0
32,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,true_result,0.0
33,rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,true_result,1.0
34,rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,true_result,1.0
35,rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,true_result,1.0
36,sum_of_squares_v1,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,true_result,0.66666667
37,sum_of_squares_v1,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,true_result,0.33333333
38,sum_of_squares_v1,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,true_result,0.0
39,trid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,true_result,0.27272727
40,trid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,true_result,0.72727272
41,trid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,true_result,1.36363636
42,rotated_hyper_ellipsoid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,true_result,0.4
43,rotated_hyper_ellipsoid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,true_result,0.6
44,rotated_hyper_ellipsoid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,true_result,0.0
45,rosenbrock_v2,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,true_result,
46,rosenbrock_v2,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,true_result,
47,rosenbrock_v2,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,true_result,
48,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,true_result,0.0
49,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,true_result,0.0
50,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,true_result,0.0
51,trid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,true_result,2.66666666
52,trid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,true_result,3.33
53,trid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,true_result,3.33
54,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,true_result,0.0
55,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,true_result,0.0
56,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,true_result,0.0
57,rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,true_result,1.0
58,rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,true_result,1.0
59,rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,true_result,1.0
60,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,true_result,0.0
61,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,true_result,0.0
62,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,true_result,0.0
63,trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,true_result,
64,trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,true_result,
65,trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,true_result,
66,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,true_result,0.0
67,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,true_result,0.0
68,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,true_result,0.0
69,rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,true_result,1.0
70,rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,true_result,1.0
71,rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,true_result,1.0
72,sum_of_squares_v1,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_1,true_result,0.0
73,sum_of_squares_v1,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_2,true_result,0.0
74,sum_of_squares_v1,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_3,true_result,0.0
75,trid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_1,true_result,3.0
76,trid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_2,true_result,3.0
77,trid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_3,true_result,3.0
78,rotated_hyper_ellipsoid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_1,true_result,0.0
79,rotated_hyper_ellipsoid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_2,true_result,0.0
80,rotated_hyper_ellipsoid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_3,true_result,0.0
81,rosenbrock_v2,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_1,true_result,1.0
82,rosenbrock_v2,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_2,true_result,1.0
83,rosenbrock_v2,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_3,true_result,1.0
84,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_1,true_result,0.0
85,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_2,true_result,0.0
86,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_3,true_result,0.0
87,trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_1,true_result,
88,trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_2,true_result,
89,trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_3,true_result,
90,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_1,true_result,0.0
91,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_2,true_result,0.0
92,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_3,true_result,0.0
93,rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_1,true_result,1.0
94,rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_2,true_result,1.0
95,rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_3,true_result,1.0
96,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_1,true_result,0.0
97,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_2,true_result,0.0
98,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_3,true_result,0.0
99,trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_1,true_result,
100,trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_2,true_result,
101,trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_3,true_result,
102,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_1,true_result,0.0
103,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_2,true_result,0.0
104,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_3,true_result,0.0
105,rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_1,true_result,1.0
106,rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_2,true_result,1.0
107,rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_3,true_result,1.0
108,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,true_result,1.33333333
109,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,true_result,1.33333333
110,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,true_result,0.0
111,trid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,true_result,1.185185185
112,trid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,true_result,1.4074074069999998
113,trid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,true_result,1.7037037030000002
114,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,true_result,0.57142857
115,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,true_result,1.71428571
116,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,true_result,0.0
117,rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,true_result,
118,rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,true_result,
119,rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,true_result,
0,sum_of_squares_v1,[],x_1,true_result,0.0
1,sum_of_squares_v1,[],x_2,true_result,0.0
2,sum_of_squares_v1,[],x_3,true_result,0.0
3,trid,[],x_1,true_result,3.0
4,trid,[],x_2,true_result,4.0
5,trid,[],x_3,true_result,3.0
6,rotated_hyper_ellipsoid,[],x_1,true_result,0.0
7,rotated_hyper_ellipsoid,[],x_2,true_result,0.0
8,rotated_hyper_ellipsoid,[],x_3,true_result,0.0
9,rosenbrock_v2,[],x_1,true_result,1.0
10,rosenbrock_v2,[],x_2,true_result,1.0
11,rosenbrock_v2,[],x_3,true_result,1.0
12,sum_of_squares_v1,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,true_result,1.0
13,sum_of_squares_v1,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,true_result,0.0
14,sum_of_squares_v1,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,true_result,0.0
15,trid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,true_result,1.0
16,trid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,true_result,2.666666667
17,trid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,true_result,2.33333333
18,rotated_hyper_ellipsoid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,true_result,1.0
19,rotated_hyper_ellipsoid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,true_result,0.0
20,rotated_hyper_ellipsoid,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,true_result,0.0
21,rosenbrock_v2,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,true_result,1.0
22,rosenbrock_v2,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_2,true_result,1.0
23,rosenbrock_v2,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_3,true_result,1.0
24,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,true_result,0.0
25,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,true_result,0.0
26,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,true_result,0.0
27,trid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,true_result,3.33333333
28,trid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,true_result,3.33333333
29,trid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,true_result,2.66666666
30,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,true_result,0.0
31,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,true_result,0.0
32,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,true_result,0.0
33,rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_1,true_result,1.0
34,rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_2,true_result,1.0
35,rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'probability'}]",x_3,true_result,1.0
36,sum_of_squares_v1,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,true_result,0.66666667
37,sum_of_squares_v1,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,true_result,0.33333333
38,sum_of_squares_v1,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,true_result,0.0
39,trid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,true_result,0.27272727
40,trid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,true_result,0.72727272
41,trid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,true_result,1.36363636
42,rotated_hyper_ellipsoid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,true_result,0.4
43,rotated_hyper_ellipsoid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,true_result,0.6
44,rotated_hyper_ellipsoid,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,true_result,0.0
45,rosenbrock_v2,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_1,true_result,
46,rosenbrock_v2,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_2,true_result,
47,rosenbrock_v2,"[{'loc': ['x_2', 'x_3'], 'type': 'increasing'}]",x_3,true_result,
48,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,true_result,0.0
49,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,true_result,0.0
50,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,true_result,0.0
51,trid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,true_result,2.66666666
52,trid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,true_result,3.33
53,trid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,true_result,3.33
54,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,true_result,0.0
55,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,true_result,0.0
56,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,true_result,0.0
57,rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_1,true_result,1.0
58,rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_2,true_result,1.0
59,rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'decreasing'}]",x_3,true_result,1.0
60,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,true_result,0.0
61,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,true_result,0.0
62,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,true_result,0.0
63,trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,true_result,
64,trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,true_result,
65,trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,true_result,
66,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,true_result,0.0
67,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,true_result,0.0
68,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,true_result,0.0
69,rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_1,true_result,1.0
70,rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_2,true_result,1.0
71,rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'equality'}]",x_3,true_result,1.0
72,sum_of_squares_v1,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_1,true_result,0.0
73,sum_of_squares_v1,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_2,true_result,0.0
74,sum_of_squares_v1,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_3,true_result,0.0
75,trid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_1,true_result,3.0
76,trid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_2,true_result,3.0
77,trid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_3,true_result,3.0
78,rotated_hyper_ellipsoid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_1,true_result,0.0
79,rotated_hyper_ellipsoid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_2,true_result,0.0
80,rotated_hyper_ellipsoid,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_3,true_result,0.0
81,rosenbrock_v2,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_1,true_result,1.0
82,rosenbrock_v2,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_2,true_result,1.0
83,rosenbrock_v2,"[{'locs': ['x_1', 'x_2'], 'type': 'pairwise_equality'}]",x_3,true_result,1.0
84,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_1,true_result,0.0
85,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_2,true_result,0.0
86,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_3,true_result,0.0
87,trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_1,true_result,
88,trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_2,true_result,
89,trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_3,true_result,
90,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_1,true_result,0.0
91,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_2,true_result,0.0
92,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_3,true_result,0.0
93,rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_1,true_result,1.0
94,rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_2,true_result,1.0
95,rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'covariance'}]",x_3,true_result,1.0
96,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_1,true_result,0.0
97,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_2,true_result,0.0
98,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_3,true_result,0.0
99,trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_1,true_result,
100,trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_2,true_result,
101,trid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_3,true_result,
102,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_1,true_result,0.0
103,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_2,true_result,0.0
104,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_3,true_result,0.0
105,rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_1,true_result,1.0
106,rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_2,true_result,1.0
107,rosenbrock_v2,"[{'loc': ['x_1', 'x_2', 'x_3'], 'type': 'sdcorr'}]",x_3,true_result,1.0
108,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,true_result,1.33333333
109,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,true_result,1.33333333
110,sum_of_squares_v1,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,true_result,0.0
111,trid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,true_result,1.185185185
112,trid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,true_result,1.4074074069999998
113,trid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,true_result,1.7037037030000002
114,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,true_result,0.57142857
115,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,true_result,1.71428571
116,rotated_hyper_ellipsoid,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,true_result,0.0
117,rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_1,true_result,
118,rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_2,true_result,
119,rosenbrock_v2,"[{'loc': ['x_1', 'x_2'], 'type': 'linear', 'weights': [1, 2], 'value': 4}]",x_3,true_result,
0,sum_of_squares_v1,[],x_1,true_result,0.0
1,sum_of_squares_v1,[],x_2,true_result,0.0
2,sum_of_squares_v1,[],x_3,true_result,0.0
3,trid,[],x_1,true_result,3.0
4,trid,[],x_2,true_result,4.0
5,trid,[],x_3,true_result,3.0
6,rotated_hyper_ellipsoid,[],x_1,true_result,0.0
7,rotated_hyper_ellipsoid,[],x_2,true_result,0.0
8,rotated_hyper_ellipsoid,[],x_3,true_result,0.0
9,rosenbrock_v2,[],x_1,true_result,1.0
10,rosenbrock_v2,[],x_2,true_result,1.0
11,rosenbrock_v2,[],x_3,true_result,1.0
12,sum_of_squares_v1,"[{'loc': 'x_1', 'type': 'fixed', 'value': 1}]",x_1,true_result,1.0
